close,high,open,low,volume,adjclose,date,norm_price,MSFT_norm_price
157.5800018310547,160.72999572753906,158.77999877929688,156.50999450683594,86186100,151.85008239746094,1577854800,100.0,100.0
162.1300048828125,163.60000610351562,158.92999267578125,157.9499969482422,114961300,156.234619140625,1578459600,102.88741150082996,102.88741150082997
166.5,168.19000244140625,162.6199951171875,162.57000732421875,109172200,160.44570922851562,1579064400,105.66060070257716,105.66060070257717
165.4600067138672,167.52999877929688,167.39999389648438,160.1999969482422,125715700,159.44358825683594,1579669200,105.00065968979808,105.00065968979808
180.1199951171875,180.63999938964844,167.83999633789062,165.69000244140625,189035000,173.5704803466797,1580274000,114.30384337386565,114.30384337386565
184.44000244140625,190.6999969482422,184.02999877929688,178.41000366210938,189471000,177.7333984375,1580878800,117.04530918349496,117.04530918349495
187.22999572753903,187.6999969482422,185.5800018310547,181.8500061035156,133300400,180.42193603515625,1581483600,118.81583018368718,118.81583018368718
168.07000732421875,188.17999267578125,188.0599975585937,163.22999572753906,251816900,161.95863342285156,1582088400,106.65692824514376,106.65692824514375
164.50999450683594,175.0,169.7100067138672,152.0,389101500,158.9610595703125,1582693200,104.68289319345833,104.68289319345833
160.9199981689453,170.8699951171875,168.49000549316406,150.0,306226500,155.4921417236328,1583298000,102.39845726039115,102.39845726039117
146.57000732421875,161.91000366210938,157.1300048828125,135.0,411291100,141.626220703125,1583899200,93.26713457581444,93.26713457581444
148.33999633789062,150.14999389648438,138.0,132.52000427246094,413874000,143.3364715576172,1584504000,94.39341045758556,94.39341045758556
157.7100067138672,164.77999877929688,148.91000366210938,144.44000244140625,338596100,152.39044189453125,1585108800,100.35585064462194,100.35585064462194
163.49000549316406,170.0,153.0,150.36000061035156,278724600,157.97547912597656,1585713600,104.03384485000322,104.03384485000322
173.6999969482422,173.75,165.6699981689453,162.3000030517578,194482900,167.84107971191406,1586318400,110.53077947801002,110.53077947801002
167.82000732421875,180.0,171.1999969482422,166.11000061035156,237059300,162.15945434570312,1586923200,106.78917771098592,106.78917771098592
169.80999755859375,176.89999389648438,171.38999938964844,169.38999938964844,169275700,164.08229064941406,1587528000,108.05545051989888,108.05545051989887
180.759994506836,183.6499938964844,173.22000122070312,171.8800048828125,211745100,174.66294860839844,1588132800,115.0232820758212,115.02328207582121
182.509994506836,187.509994506836,182.0800018310547,181.6300048828125,154264000,176.3539276123047,1588737600,116.1368665910276,116.1368665910276
183.6300048828125,187.0599975585937,182.5500030517578,175.67999267578125,195259400,177.43617248535156,1589342400,116.8495727390652,116.8495727390652
181.57000732421875,186.6699981689453,184.8099975585937,181.1000061035156,117281300,175.44561767578125,1589947200,115.53870429688672,115.53870429688673
184.9100036621093,185.0,180.1999969482422,176.60000610351562,168874700,179.17063903808594,1590552000,117.99179572989274,117.99179572989274
189.8000030517578,190.6999969482422,184.82000732421875,182.009994506836,158961900,183.9088287353516,1591156800,121.11210335334444,121.11210335334445
193.57000732421875,198.5200042724609,191.1300048828125,184.009994506836,215427500,187.56182861328125,1591761600,123.5177654512866,123.5177654512866
201.9100036621093,203.9499969482422,195.02999877929688,193.69000244140625,156926800,195.6429748535156,1592366400,128.8395579143834,128.8395579143834
203.509994506836,204.3999938964844,201.6000061035156,193.5500030517578,180232200,197.1932678222656,1592971200,129.8604944488083,129.8604944488083
208.25,214.6699981689453,203.13999938964844,201.7700042724609,126875300,201.78616333007807,1593576000,132.88511941792143,132.88511941792143
208.3500061035156,216.3800048828125,210.07000732421875,202.02999877929688,168626700,201.88308715820312,1594180800,132.94894804849892,132.94894804849892
208.75,213.94000244140625,209.5599975585937,201.38999938964844,168630600,202.2706451416016,1594785600,133.20417213351723,133.20417213351723
202.0200042724609,212.3000030517578,209.1999969482422,197.509994506836,210302000,195.74954223632807,1595390400,128.90973725253716,128.90973725253716
