close,high,low,open,volume,adjclose,date,norm_price,NVDA_norm_price
59.98249816894531,60.442501068115234,57.817501068115234,59.6875,102041200,59.74903106689453,1577854800,100.0,100.0
61.81999969482422,63.247501373291016,59.53749847412109,59.93999862670898,152744400,61.57936477661133,1578459600,103.06336969325504,103.06336969325505
61.98500061035156,62.5,61.13249969482422,61.9474983215332,101900400,61.74372100830078,1579064400,103.33844734515112,103.33844734515111
61.99250030517578,64.875,58.057498931884766,62.43999862670898,163878000,61.751197814941406,1579669200,103.35096103199608,103.35096103199609
61.782501220703125,62.209999084472656,58.6875,61.84749984741211,144688000,61.54201889038086,1580274000,103.00086510437116,103.00086510437117
66.97250366210938,68.125,61.852500915527344,62.997501373291016,178442000,66.71183013916016,1580878800,111.65340918159848,111.65340918159849
74.14250183105469,74.32749938964844,67.11250305175781,67.50250244140625,256474800,73.85388946533203,1581483600,123.60684038983965,123.60684038983965
65.51249694824219,79.08000183105469,64.48999786376953,75.37249755859375,418497600,65.25749969482422,1582088400,109.21934386143008,109.21934386143008
66.47250366210938,70.26750183105469,60.4474983215332,65.51499938964844,433093600,66.21377563476562,1582693200,110.81983163983566,110.81983163983566
65.2699966430664,71.22250366210938,59.54499816894531,67.55000305175781,284795600,65.05482482910156,1583298000,108.88013356445347,108.88013356445347
54.317501068115234,64.1500015258789,47.75,63.8650016784668,351194400,54.138431549072266,1583899200,90.60972300698788,90.60972300698788
62.29499816894531,63.165000915527344,45.16999816894531,50.025001525878906,418993600,62.08964157104492,1584504000,103.917403282289,103.91740328228899
65.9000015258789,68.8499984741211,60.915000915527344,63.45000076293945,368058000,65.6827392578125,1585108800,109.9310534162046,109.93105341620459
64.75749969482422,69.5625,59.59749984741211,63.91249847412109,350829200,64.54402160644531,1585713600,108.02521890971312,108.02521890971312
70.98750305175781,71.33000183105469,64.25,65.85250091552734,199736400,70.75348663330078,1586318400,118.41779752726994,118.41779752726994
67.37750244140625,74.75,66.77749633789062,69.30000305175781,283543600,67.1553955078125,1586923200,112.39579003821144,112.39579003821143
72.83999633789062,76.05000305175781,68.8499984741211,69.30750274658203,218213600,72.5998764038086,1587528000,121.5080397245712,121.5080397245712
73.43499755859375,75.1449966430664,70.20999908447266,74.19249725341797,178362400,73.19290924072266,1588132800,122.50057939647,122.50057939646999
78.0250015258789,81.7249984741211,73.85250091552734,74.23249816894531,199853200,77.76779174804688,1588737600,130.1574106883485,130.15741068834853
88.05500030517578,90.875,75.94750213623047,79.17500305175781,370760400,87.76471710205078,1589342400,146.8889378369837,146.8889378369837
87.17749786376953,91.81749725341795,86.72000122070312,89.91000366210938,315814800,86.8901138305664,1589947200,145.42514293375726,145.42514293375726
88.25250244140625,88.75499725341797,79.96749877929688,86.25,343724000,87.96155548095703,1590552000,147.21837979678028,147.21837979678028
90.45999908447266,91.09750366210938,86.7750015258789,88.22250366210938,212769200,90.16177368164062,1591156800,150.90081307041822,150.90081307041822
90.68499755859376,95.0,87.03250122070312,91.67749786376952,272246000,90.4272918701172,1591761600,151.34520218223378,151.34520218223378
94.5,96.4250030517578,90.70249938964844,91.1374969482422,196044800,94.23145294189452,1592366400,157.71210220362192,157.71210220362192
94.97750091552734,95.56500244140624,89.0,94.7624969482422,212766800,94.70759582519533,1592971200,158.50900698148808,158.50900698148808
98.71749877929688,100.6999969482422,94.12999725341795,95.2074966430664,136439600,98.43695831298828,1593576000,164.75071905815352,164.75071905815352
103.7699966430664,107.92250061035156,97.8550033569336,99.9375,235745600,103.47510528564452,1594180800,173.18290094076107,173.18290094076107
103.28500366210938,105.5999984741211,98.95500183105467,104.14250183105467,157712000,102.99149322509766,1594785600,172.37349524511822,172.37349524511822
102.15499877929688,106.0250015258789,97.7699966430664,103.6750030517578,181601200,101.86468505859376,1595390400,170.48759325410128,170.48759325410128
112.27749633789062,112.27749633789062,102.95249938964844,103.90750122070312,170252400,111.95843505859376,1595995200,187.38117264737903,187.38117264737903
108.5,115.04750061035156,107.9574966430664,112.44000244140624,161906400,108.19166564941406,1596600000,181.07685382928395,181.07685382928395
122.60749816894533,124.95999908447266,109.5824966430664,109.90750122070312,233005600,122.25908660888672,1597204800,204.6210364014212,204.6210364014212
127.5,129.125,118.7874984741211,122.96499633789062,332352000,127.1376724243164,1597809600,212.78616599150217,212.78616599150217
138.2100067138672,139.9375,125.66500091552734,127.99250030517578,218816400,137.81723022460938,1598414400,230.66019274908464,230.66019274908462
119.12999725341795,147.2675018310547,117.0425033569336,147.03750610351562,407855200,118.82701110839844,1599019200,198.87688383659423,198.87688383659423
129.91000366210938,133.14999389648438,118.9574966430664,124.0,400111200,129.57962036132812,1599624000,216.87317442227948,216.87317442227948
126.37750244140624,130.92750549316406,119.04499816894533,129.57249450683594,341485200,126.05609130859376,1600228800,210.9759590368292,210.9759590368292
132.25750732421875,134.42750549316406,120.13999938964844,125.75499725341795,316153600,131.92111206054688,1600833600,220.7920525319466,220.7920525319466
137.36500549316406,141.4199981689453,130.50999450683594,131.5749969482422,303092400,137.015625,1601438400,229.3185722904836,229.31857229048353
142.4824981689453,143.48500061035156,136.6074981689453,139.99749755859375,192322400,142.12010192871094,1602043200,237.86176845210164,237.86176845210164
136.4550018310547,143.42750549316406,134.0675048828125,142.90499877929688,131299600,136.10789489746094,1602648000,227.79933409309288,227.79933409309288
133.96749877929688,137.9149932861328,130.38499450683594,136.25,133097600,133.62673950195312,1603252800,223.6467054207887,223.6467054207887
130.19500732421875,132.60000610351562,123.0,131.97999572753906,168597200,129.8638458251953,1603857600,217.34887328934389,217.34887328934389
127.6999969482422,146.9149932861328,126.28250122070312,133.8925018310547,233964800,127.37520599365234,1604466000,213.18371816112648,213.18371816112648
134.22250366210938,137.66000366210938,129.4824981689453,130.53750610351562,184267200,133.881103515625,1605070800,224.0724261548824,224.0724261548824
129.57749938964844,136.0574951171875,128.85000610351562,134.65249633789062,212580400,129.24790954589844,1605675600,216.3180008746812,216.31800087468116
133.89999389648438,135.28750610351562,129.72250366210938,130.3249969482422,101109200,133.5594482421875,1606280400,223.5340822391838,223.5340822391838
133.5,137.3125,132.34249877929688,133.5050048828125,118028800,133.16046142578125,1606885200,222.86631104811704,222.86631104811704
133.60499572753906,134.63999938964844,128.22999572753906,133.0050048828125,128150000,133.30458068847656,1607490000,223.10751874658823,223.10751874658825
132.78250122070312,134.37249755859375,129.6750030517578,134.22500610351562,128447600,132.48390197753906,1608094800,221.73397561746427,221.73397561746427
129.4324951171875,132.75,127.63249969482422,132.55999755859375,65996400,129.1414337158203,1608699600,216.139795758754,216.139795758754
134.04750061035156,136.52499389648438,128.96749877929688,129.90249633789062,130122000,133.74606323242188,1609304400,223.8464136475801,223.8464136475801
134.84750366210938,139.61000061035156,125.86000061035156,132.22500610351562,214425200,134.54425048828125,1609909200,225.18231356362347,225.18231356362347
130.25250244140625,136.25,128.44000244140625,134.89999389648438,99711600,129.9595947265625,1610514000,217.50912509536897,217.50912509536897
134.3524932861328,139.99249267578125,130.5675048828125,131.11749267578125,125826400,134.05038452148438,1611118800,224.35574624030747,224.35574624030747
135.5675048828125,135.72000122070312,127.9375,132.3000030517578,130878400,135.26263427734375,1611723600,226.38464902619893,226.38464902619893
142.63250732421875,145.83250427246094,133.37750244140625,136.36000061035156,133808400,142.31175231933594,1612328400,238.182527445516,238.18252744551597
153.30250549316406,153.72500610351562,143.4149932861328,144.63250732421875,163289600,152.957763671875,1612933200,256.0004086101827,256.0004086101827
141.4199981689453,152.23500061035156,133.89500427246094,151.7100067138672,149801200,141.1019744873047,1613538000,236.1577618377243,236.1577618377243
134.0625,145.0675048828125,132.16250610351562,141.2274932861328,239098800,133.76101684570312,1614142800,223.87144102127007,223.87144102127007
125.20249938964844,134.51499938964844,115.66500091552734,134.2624969482422,255871200,124.92095184326172,1614747600,209.0761132233278,209.0761132233278
132.91250610351562,135.125,124.5749969482422,128.40499877929688,142237200,132.65936279296875,1615352400,222.02763864813875,222.02763864813875
130.70750427246094,134.53250122070312,126.125,130.3975067138672,135682000,130.45860290527344,1615953600,218.344298770658,218.34429877065796
128.71749877929688,131.59249877929688,122.72000122070312,131.5124969482422,137867600,128.47238159179688,1616558400,215.02002509121905,215.02002509121903
138.61500549316406,140.54249572753906,129.8249969482422,130.15499877929688,107046800,138.3510284423828,1617163200,231.55359337540744,231.55359337540742
156.7949981689453,157.0,137.11500549316406,138.8074951171875,223640800,156.49642944335938,1617768000,261.92295782696,261.92295782696
151.71249389648438,162.1425018310547,149.6300048828125,156.25,205774000,151.423583984375,1618372800,253.4327022221371,253.4327022221371
153.8175048828125,156.7050018310547,147.8350067138672,151.1875,108443200,153.5246124267578,1618977600,256.94912483998763,256.94912483998763
143.5124969482422,155.32249450683594,140.1024932861328,153.64500427246094,119376000,143.2391815185547,1619582400,239.7347353770227,239.7347353770227
143.0625,149.70750427246094,137.5,147.08999633789062,126922000,142.7900848388672,1620187200,238.98309694595807,238.98309694595812
140.15750122070312,144.04249572753906,134.58999633789062,140.09500122070312,125066400,139.8905792236328,1620792000,234.13028918747227,234.13028918747227
156.4774932861328,158.18499755859375,135.4324951171875,135.6649932861328,232880800,156.17947387695312,1621396800,261.3924796572782,261.3924796572782
162.64500427246094,163.88250732421875,154.60000610351562,157.34249877929688,206925600,162.33526611328125,1622001600,271.6952278799835,271.6952278799835
174.57000732421875,178.125,162.35499572753906,162.5225067138672,269090000,174.23753356933594,1622606400,291.6156638159722,291.6156638159722
177.88499450683594,180.3950042724609,171.75999450683594,175.15750122070312,165014400,177.54623413085938,1623211200,297.15332777878865,297.15332777878865
188.86749267578125,193.75,175.84500122070312,177.90750122070312,333816400,188.551025390625,1623816000,315.5716871450598,315.5716871450598
200.2675018310547,200.9875030517578,188.94500732421875,190.07749938964844,179471200,199.93191528320312,1624420800,334.6195104977702,334.6195104977702
206.9850006103516,208.4199981689453,198.6374969482422,199.99249267578125,159617600,206.6381683349609,1625025600,345.8435469917671,345.8435469917671
