volume,low,open,close,high,adjclose,date,norm_price,BRK-B_norm_price
14567900,224.6999969482422,227.509994506836,225.9199981689453,228.38999938964844,225.9199981689453,1577854800,100.0,100.0
16492600,225.8699951171875,226.02999877929688,227.1699981689453,228.8500061035156,227.1699981689453,1578459600,100.55329320561752,100.55329320561752
18143400,226.77999877929688,226.8000030517578,228.6300048828125,231.6100006103516,228.6300048828125,1579064400,101.19954264156846,101.19954264156846
21000100,221.1100006103516,229.0,224.02999877929688,230.3800048828125,224.02999877929688,1579669200,99.163420943269,99.163420943269
16777100,222.47999572753903,224.75,225.0800018310547,228.0800018310547,225.0800018310547,1580274000,99.62818858680122,99.62818858680122
14903700,225.1300048828125,226.9100036621093,227.3300018310547,230.0800018310547,227.3300018310547,1580878800,100.62411635691277,100.62411635691275
12282900,225.2700042724609,227.6000061035156,226.7700042724609,228.83999633789065,226.7700042724609,1581483600,100.37624208144688,100.37624208144688
27924800,216.759994506836,227.67999267578125,218.0500030517578,230.07000732421875,218.0500030517578,1582088400,96.51646813873369,96.51646813873369
54102600,199.67999267578125,219.6499938964844,208.8099975585937,220.6300048828125,208.8099975585937,1582693200,92.42652233134466,92.42652233134466
49844600,192.259994506836,212.13999938964844,202.72999572753903,218.33999633789065,202.72999572753903,1583298000,89.73530336873296,89.73530336873296
75967800,173.6199951171875,197.32000732421875,187.6000061035156,198.1300048828125,187.6000061035156,1583899200,83.03824700070436,83.03824700070436
74947600,159.5,177.2899932861328,178.1999969482422,181.38999938964844,178.1999969482422,1584504000,78.87747804202016,78.87747804202016
54911500,175.1699981689453,180.00999450683594,182.8300018310547,189.07000732421875,182.8300018310547,1585108800,80.92687823692904,80.92687823692904
40682000,174.19000244140625,176.17999267578125,185.25,192.0,185.25,1585713600,81.99805307251647,81.99805307251647
31550100,185.13999938964844,187.5500030517578,192.94000244140625,197.22999572753903,192.94000244140625,1586318400,85.40191395412624,85.40191395412624
32995900,183.27999877929688,188.5599975585937,183.47999572753903,192.8999938964844,183.47999572753903,1586923200,81.21458800222315,81.21458800222315
30184400,184.4199981689453,186.4600067138672,187.1199951171875,191.0,187.1199951171875,1587528000,82.82577754681868,82.82577754681868
41841400,175.92999267578125,190.63999938964844,176.02999877929688,192.67999267578125,176.02999877929688,1588132800,77.91696184755624,77.91696184755624
37201200,172.33999633789062,176.94000244140625,172.80999755859375,177.25999450683594,172.80999755859375,1588737600,76.49167800956012,76.49167800956012
36243700,167.0399932861328,172.0,172.49000549316406,176.8699951171875,172.49000549316406,1589342400,76.3500384610371,76.3500384610371
20207900,173.2100067138672,174.61000061035156,180.33999633789065,181.69000244140625,180.33999633789065,1589947200,79.82471573987468,79.82471573987468
35875600,182.52999877929688,184.6699981689453,185.94000244140625,187.27999877929688,185.94000244140625,1590552000,82.30347200266813,82.30347200266813
37313800,187.8099975585937,188.75,196.07000732421875,203.3300018310547,196.07000732421875,1591156800,86.7873623022941,86.7873623022941
49699400,176.0500030517578,195.8500061035156,182.3000030517578,196.33999633789065,182.3000030517578,1591761600,80.69228245807261,80.69228245807261
32332300,178.8699951171875,183.02999877929688,181.009994506836,183.8800048828125,181.009994506836,1592366400,80.12128008759758,80.12128008759758
41215300,174.6300048828125,179.61000061035156,178.50999450683594,179.72000122070312,178.50999450683594,1592971200,79.01469367636251,79.01469367636251
21178300,177.33999633789062,178.41000366210938,181.1499938964844,183.5200042724609,181.1499938964844,1593576000,80.18324865646403,80.18324865646403
39019700,177.77000427246094,180.4199981689453,189.7100067138672,190.0800018310547,189.7100067138672,1594180800,83.97220620194945,83.97220620194945
26862000,188.32000732421875,192.63999938964844,192.2700042724609,193.4499969482422,192.2700042724609,1594785600,85.10534960640332,85.10534960640332
24081700,190.6100006103516,191.77999877929688,194.1199951171875,196.27999877929688,194.1199951171875,1595390400,85.9242194982768,85.9242194982768
24913200,192.25,194.02999877929688,200.2400054931641,200.67999267578125,200.2400054931641,1595995200,88.63314762574606,88.63314762574606
27073200,201.0,201.44000244140625,212.6600036621093,215.6000061035156,212.6600036621093,1596600000,94.1306681062736,94.1306681062736
21753500,206.33999633789065,213.1000061035156,208.3300018310547,214.38999938964844,208.3300018310547,1597204800,92.21405963152644,92.21405963152645
23463500,204.509994506836,209.19000244140625,213.3500061035156,214.0,213.3500061035156,1597809600,94.43608703642528,94.43608703642528
24009800,212.3000030517578,212.97999572753903,218.5500030517578,219.4499969482422,218.5500030517578,1598414400,96.73778542098069,96.73778542098069
25621200,215.0599975585937,218.1300048828125,217.8000030517578,223.2400054931641,217.8000030517578,1599019200,96.40580949761018,96.40580949761018
20616000,216.9199981689453,218.9499969482422,218.94000244140625,221.6199951171875,218.94000244140625,1599624000,96.91041263097064,96.91041263097065
38092200,208.72999572753903,220.27999877929688,214.1600036621093,222.259994506836,214.1600036621093,1600228800,94.79461995301462,94.79461995301462
21025300,206.5800018310547,213.94000244140625,210.44000244140625,215.47000122070312,210.44000244140625,1600833600,93.14801883277153,93.14801883277151
23962400,209.52999877929688,211.1100006103516,210.259994506836,214.38999938964844,210.259994506836,1601438400,93.06834109904756,93.06834109904756
19211000,211.3600006103516,212.3300018310547,212.3099975585937,217.42999267578125,212.3099975585937,1602043200,93.97574330707371,93.97574330707371
19019300,208.1999969482422,212.0200042724609,210.0599975585937,213.8300018310547,210.0599975585937,1602648000,92.97981553696218,92.97981553696218
16724600,206.5800018310547,208.97000122070312,206.8800048828125,213.8699951171875,206.8800048828125,1603252800,91.5722408638236,91.57224086382361
29919400,197.8099975585937,202.67999267578125,206.6300048828125,209.8000030517578,206.6300048828125,1603857600,91.46158222270012,91.46158222270012
34611900,204.77999877929688,206.58999633789065,228.47999572753903,228.6100006103516,228.47999572753903,1604466000,101.13314340445388,101.13314340445388
25490400,223.17999267578125,228.5,233.1600036621093,234.97000122070312,233.1600036621093,1605070800,103.20467667840092,103.20467667840093
21732300,226.7700042724609,233.57000732421875,233.9199981689453,234.9900054931641,233.9199981689453,1605675600,103.54107651595211,103.54107651595213
15616800,228.1699981689453,233.9199981689453,229.67999267578125,234.1699981689453,229.67999267578125,1606280400,101.6643035310332,101.66430353103321
23359700,226.6100006103516,229.8000030517578,228.19000244140625,231.88999938964844,228.19000244140625,1606885200,101.0047823525403,101.0047823525403
25178900,222.3600006103516,228.57000732421875,224.3800048828125,228.8999938964844,224.3800048828125,1607490000,99.31834574246888,99.31834574246889
49118500,221.259994506836,225.47999572753903,221.8800048828125,225.47999572753903,221.8800048828125,1608094800,98.21175933123384,98.21175933123385
14675900,222.6100006103516,222.6300048828125,229.57000732421875,231.1000061035156,229.57000732421875,1608699600,101.61562021284362,101.61562021284362
20415300,226.8500061035156,229.5399932861328,227.47000122070312,232.27999877929688,227.47000122070312,1609304400,100.6860849257792,100.68608492577921
28050000,227.5500030517578,229.4900054931641,233.02999877929688,234.6000061035156,233.02999877929688,1609909200,103.14713202371516,103.14713202371516
19083300,231.6999969482422,232.0,234.5500030517578,236.2400054931641,234.5500030517578,1610514000,103.81993845288494,103.81993845288494
22701000,230.4499969482422,234.0,231.57000732421875,236.1999969482422,231.57000732421875,1611118800,102.50088934183168,102.50088934183167
29926400,226.1000061035156,230.0,232.2400054931641,233.509994506836,232.2400054931641,1611723600,102.79745368955456,102.79745368955457
20156900,231.27999877929688,232.3999938964844,239.9100036621093,240.77999877929688,239.9100036621093,1612328400,106.19245998873554,106.19245998873554
14875100,238.02999877929688,241.42999267578125,245.27999877929688,247.259994506836,245.27999877929688,1612933200,108.56940543876684,108.56940543876685
21656900,240.8000030517578,244.13999938964844,245.52999877929688,246.57000732421875,245.52999877929688,1613538000,108.68006407989036,108.68006407989036
30663200,240.25,245.1499938964844,249.22000122070312,251.33999633789065,249.22000122070312,1614142800,110.31338670352406,110.31338670352406
35695900,243.22999572753903,249.72999572753903,259.0199890136719,262.94000244140625,259.0199890136719,1614747600,114.65120003231146,114.65120003231146
26392900,249.82000732421875,260.29998779296875,251.5,267.5,251.5,1615352400,111.32259297024504,111.32259297024503
32243200,247.7100067138672,252.0200042724609,248.3099975585937,255.63999938964844,248.3099975585937,1615953600,109.9105876288583,109.9105876288583
25984700,246.7899932861328,249.5500030517578,258.19000244140625,261.0,258.19000244140625,1616558400,114.2838192873608,114.28381928736079
20261700,254.8000030517578,256.8599853515625,263.0599975585937,263.3500061035156,263.0599975585937,1617163200,116.43944745514504,116.43944745514503
20598000,261.9100036621094,262.989990234375,267.1000061035156,268.3399963378906,267.1000061035156,1617768000,118.22769487797864,118.22769487797865
19725700,266.3900146484375,267.3099975585937,267.8900146484375,272.9700012207031,267.8900146484375,1618372800,118.57737996620668,118.57737996620669
