low,volume,open,high,close,adjclose,date,norm_price,TSLA_norm_price
28.11400032043457,829885500,28.299999237060547,31.441999435424805,31.270666122436523,31.270666122436523,1577854800,100.0,100.0
31.21533393859864,1920870000,31.57999992370605,36.49399948120117,35.861331939697266,35.861331939697266,1578459600,114.68042221833888,114.68042221833889
32.81133270263672,1058071500,35.31733322143555,36.571998596191406,36.47999954223633,36.47999954223633,1579064400,116.65885018055992,116.65885018055991
35.95199966430664,1361553000,38.1259994506836,39.633331298828125,37.79333114624024,37.79333114624024,1579669200,120.85873386343934,120.85873386343934
37.82866668701172,2557954500,38.37933349609375,64.59933471679688,59.137332916259766,59.137332916259766,1580274000,189.1144009683537,189.11440096835375
45.79999923706055,2126322000,54.88399887084961,56.39866638183594,51.62533187866211,51.62533187866211,1580878800,165.0918841208222,165.0918841208222
49.0,1055808000,51.858001708984375,57.33333206176758,57.22666549682617,57.22666549682617,1581483600,183.0043059292759,183.0043059292759
52.46666717529297,1347831000,61.56666564941406,62.98533248901367,53.32733154296875,53.32733154296875,1582088400,170.53468363664533,170.53468363664533
40.76800155639648,1628469000,52.16666793823242,54.22066879272461,49.70066833496094,49.70066833496094,1582693200,158.93703108326494,158.93703108326494
40.33333206176758,1068490500,50.93066787719727,51.10133361816406,43.02199935913086,43.02199935913086,1583298000,137.5794144924301,137.5794144924301
26.39999961853028,1490340000,42.68000030517578,43.571998596191406,28.68000030517578,28.68000030517578,1583899200,91.7153481569043,91.7153481569043
23.367332458496094,1824253500,25.933332443237305,34.24599838256836,33.66666793823242,33.66666793823242,1584504000,107.66213871624814,107.66213871624814
32.7486686706543,1241256000,36.34999847412109,37.33333206176758,34.93333435058594,34.93333435058594,1585108800,111.71279247397122,111.71279247397122
29.76000022888184,1328929500,33.599998474121094,37.66666793823242,36.36333465576172,36.36333465576172,1585713600,116.2857692681872,116.28576926818721
35.55533218383789,1190368500,36.9466667175293,49.45866775512695,47.32600021362305,47.32600021362305,1586318400,151.34311507252133,151.34311507252133
44.91933441162109,1384782000,49.46666717529297,51.663333892822266,45.78133392333984,45.78133392333984,1586923200,146.40344962300625,146.40344962300625
