low,close,open,high,volume,adjclose,date,norm_price,GOOGL_norm_price
67.32450103759766,69.75550079345703,67.42050170898438,70.17500305175781,131784000,69.75550079345703,1577854800,100.0,100.0
69.63150024414062,71.52950286865234,69.74099731445312,72.13150024414062,151578000,71.52950286865234,1578459600,102.54317158505972,102.54317158505972
71.58300018310547,74.11250305175781,71.6510009765625,74.49400329589844,148984000,74.11250305175781,1579064400,106.24610562427424,106.24610562427424
70.9749984741211,72.5250015258789,74.48650360107422,75.02899932861328,148750000,72.5250015258789,1579669200,103.97029725386425,103.97029725386425
71.10150146484375,72.27050018310547,72.9229965209961,74.31500244140625,260014000,72.27050018310547,1580274000,103.6054495502731,103.6054495502731
71.48400115966797,75.50299835205078,73.18049621582031,76.49400329589844,175712000,75.50299835205078,1580878800,108.23949006632728,108.23949006632729
75.19999694824219,75.97200012207031,75.79299926757812,76.52799987792969,102796000,75.97200012207031,1581483600,108.91184101311244,108.91184101311245
69.02100372314453,69.31600189208984,76.36000061035156,76.53700256347656,192368000,69.31600189208984,1582088400,99.36994373724228,99.36994373724228
63.41049957275391,66.88600158691406,69.7490005493164,70.68350219726562,304296000,66.88600158691406,1582693200,95.8863470638116,95.8863470638116
59.902000427246094,63.75849914550781,67.947998046875,69.13899993896484,290742000,63.75849914550781,1583298000,91.40282618612964,91.40282618612964
52.45500183105469,55.90299987792969,62.41350173950195,62.84650039672852,408172000,55.90299987792969,1583899200,80.1413497746307,80.1413497746307
50.44350051879883,56.5004997253418,52.99700164794922,57.63050079345703,406126000,56.5004997253418,1584504000,80.99791282788907,80.99791282788907
54.1505012512207,58.09749984741211,56.229000091552734,58.66999816894531,353644000,58.09749984741211,1585108800,83.28733818345918,83.28733818345918
53.75400161743164,59.12799835205078,56.20000076293945,61.03900146484375,284694000,59.12799835205078,1585713600,84.76463888794403,84.76463888794403
59.11650085449219,63.26150131225586,60.15499877929688,63.78749847412109,196422000,63.26150131225586,1586318400,90.69034067946896,90.69034067946896
60.25,60.608001708984375,62.32550048828125,64.5,236122000,60.608001708984375,1586923200,86.88634017328899,86.88634017328899
61.51900100708008,61.62950134277344,62.05550003051758,64.70500183105469,242786000,61.62950134277344,1587528000,88.35074028821853,88.35074028821853
64.80049896240234,67.45099639892578,67.25,68.55049896240234,283544000,67.45099639892578,1588132800,96.69631159074495,96.69631159074495
67.25650024414062,68.75900268554688,67.9000015258789,70.77649688720703,162346000,68.75900268554688,1588737600,98.57144153998588,98.57144153998587
66.16500091552734,68.72000122070312,68.80799865722656,69.63800048828125,197252000,68.72000122070312,1589342400,98.51552987079832,98.51552987079833
69.37100219726562,71.06849670410156,69.45800018310547,72.25550079345703,142290000,71.06849670410156,1589947200,101.88228296795153,101.88228296795153
69.7300033569336,72.1155014038086,71.0,72.2229995727539,152502000,72.1155014038086,1590552000,103.38324660207002,103.38324660207002
70.30049896240234,72.60399627685547,72.13500213623047,73.38999938964844,164858000,72.60399627685547,1591156800,104.08354244611148,104.08354244611147
69.29000091552734,72.32350158691406,73.07550048828125,73.63849639892578,176698000,72.32350158691406,1591761600,103.68143123373277,103.68143123373277
70.94999694824219,73.1989974975586,72.64700317382812,73.76000213623047,185450000,73.1989974975586,1592366400,104.9365235213458,104.9365235213458
67.5824966430664,70.90249633789062,73.16400146484375,73.78949737548828,238550000,70.90249633789062,1592971200,101.64430837910518,101.64430837910518
70.70899963378906,74.49600219726562,70.95850372314453,76.06600189208984,186476000,74.49600219726562,1593576000,106.79588182994344,106.79588182994344
74.29650115966797,76.04299926757812,75.04000091552734,78.81800079345703,190582000,76.04299926757812,1594180800,109.01362387568273,109.01362387568273
74.41349792480469,77.7959976196289,76.1614990234375,79.35250091552734,149426000,77.7959976196289,1594785600,111.52668497066551,111.52668497066551
74.37950134277344,75.18250274658203,77.7854995727539,78.51750183105469,146328000,75.18250274658203,1595390400,107.78003439355145,107.78003439355143
72.69999694824219,73.66500091552734,75.25,77.04450225830078,232880000,73.66500091552734,1595995200,105.6045760945021,105.6045760945021
73.56099700927734,74.0270004272461,73.84100341796875,76.00450134277344,141802000,74.0270004272461,1596600000,106.12353088315828,106.12353088315828
74.25,77.78900146484375,74.35600280761719,77.86849975585938,115210000,77.78900146484375,1597204800,111.5166554321982,111.51665543219819
76.7229995727539,80.2925033569336,77.62449645996094,80.44400024414062,142480000,80.2925033569336,1597809600,115.10562241489193,115.10562241489193
80.04900360107422,82.75399780273438,80.31500244140625,82.96099853515625,155030000,82.75399780273438,1598414400,118.6343684174318,118.6343684174318
75.82499694824219,76.18000030517578,83.40049743652344,86.30500030517578,223130000,76.18000030517578,1599019200,109.2100256447752,109.21002564477519
74.6510009765625,76.75599670410156,77.44499969482422,78.68299865722656,168674000,76.75599670410156,1599624000,110.03576181235182,110.03576181235182
70.13400268554688,72.99099731445312,77.1240005493164,77.71849822998047,216050000,72.99099731445312,1600228800,104.63833888968306,104.63833888968306
70.10749816894531,73.3010025024414,72.60449981689453,73.64949798583984,165204000,73.3010025024414,1600833600,105.08275572342669,105.08275572342667
72.25050354003906,72.5510025024414,73.0469970703125,74.75350189208984,152728000,72.5510025024414,1601438400,104.00757169998928,104.00757169998927
71.6614990234375,78.35350036621094,72.96549987792969,79.4209976196289,189566000,78.35350036621094,1602043200,112.32590903219548,112.32590903219547
76.0250015258789,77.55400085449219,78.7300033569336,79.19650268554688,169982000,77.55400085449219,1602648000,111.1797635632008,111.17976356320081
78.35700225830078,79.94400024414062,78.49250030517578,81.70600128173828,183110000,79.94400024414062,1603252800,114.60601577623432,114.60601577623433
75.42400360107422,82.28299713134766,77.50050354003906,84.06600189208984,276118000,82.28299713134766,1603857600,117.9591518882274,117.95915188822741
85.1500015258789,86.88600158691406,85.27899932861328,90.84449768066406,236184000,86.88600158691406,1604466000,124.55792102214232,124.55792102214231
86.79900360107422,88.08300018310547,87.41999816894531,89.71700286865234,134838000,88.08300018310547,1605070800,126.27391271107832,126.27391271107831
85.50900268554688,88.19499969482422,87.83200073242188,88.41799926757812,118422000,88.19499969482422,1605675600,126.43447282525536,126.43447282525536
87.39199829101562,89.76799774169922,88.3905029296875,91.08599853515624,104158000,89.76799774169922,1606280400,128.6894893171197,128.68948931711967
89.25849914550781,90.56649780273438,89.76799774169922,92.19149780273438,116920000,90.56649780273438,1606885200,129.83420199490473,129.83420199490473
86.67649841308594,88.05400085449219,90.51799774169922,91.4185028076172,133446000,88.05400085449219,1607490000,126.23233989132444,126.23233989132443
84.69999694824219,86.01100158691406,88.45549774169922,88.45549774169922,199156000,86.01100158691406,1608094800,123.30353966146534,123.30353966146534
86.05999755859375,87.88800048828125,86.19650268554688,89.42350006103516,79662000,87.88800048828125,1608699600,125.99436530247807,125.99436530247809
85.35700225830078,87.00250244140625,88.25,88.38800048828125,99780000,87.00250244140625,1609304400,124.7249341654314,124.72493416543139
84.80500030517578,86.87149810791016,85.01300048828125,89.96800231933594,188332000,86.87149810791016,1609909200,124.53712914359664,124.53712914359663
85.58550262451172,89.22350311279297,86.36599731445312,90.19200134277344,125748000,89.22350311279297,1610514000,127.90891341598972,127.90891341598972
90.97550201416016,95.39749908447266,91.31849670410156,96.60399627685548,237578000,95.39749908447266,1611118800,136.7598225220122,136.7598225220122
89.86399841308594,95.95600128173828,93.74549865722656,97.46849822998048,288904000,95.95600128173828,1611723600,137.5604793747518,137.5604793747518
100.67749786376952,103.76950073242188,103.28050231933594,105.75,227064000,103.76950073242188,1612328400,148.76174574343435,148.76174574343435
102.61199951171876,105.53500366210938,104.15699768066406,107.25700378417967,95576000,105.53500366210938,1612933200,151.29273313454357,151.29273313454357
99.5114974975586,103.00599670410156,104.6989974975586,106.12200164794922,144902000,103.00599670410156,1613538000,147.6672026326609,147.6672026326609
100.05049896240234,103.2239990234375,101.5019989013672,104.73699951171876,155822000,103.2239990234375,1614142800,147.97972611375727,147.97972611375727
99.6999969482422,102.01799774169922,102.59750366210938,105.68699645996094,206996000,102.01799774169922,1614747600,146.25082836659723,146.25082836659723
100.96649932861328,104.19450378417967,103.06999969482422,105.68399810791016,146688000,104.19450378417967,1615352400,149.37102106498384,149.37102106498384
100.14649963378906,102.06649780273438,103.42350006103516,104.9499969482422,166200000,102.06649780273438,1615953600,146.3203570209449,146.3203570209449
99.80449676513672,102.32350158691406,102.58799743652344,103.37999725341795,142616000,102.32350158691406,1616558400,146.68879217122884,146.68879217122884
102.3499984741211,110.46299743652344,102.72000122070312,111.44950103759766,166200000,110.46299743652344,1617163200,158.35740003300887,158.35740003300887
110.65499877929688,112.72149658203124,110.65499877929688,113.69850158691406,129650000,112.72149658203124,1617768000,161.59513629727155,161.59513629727155
111.8010025024414,113.95050048828124,113.37149810791016,115.20449829101562,129036000,113.95050048828124,1618372800,163.35701011692777,163.35701011692777
112.01599884033205,114.54900360107422,113.60250091552734,116.22650146484376,152840000,114.54900360107422,1618977600,164.21501143006452,164.21501143006452
112.83399963378906,115.34149932861328,119.625,121.56900024414062,240256000,115.34149932861328,1619582400,165.3511164232544,165.3511164232544
111.6959991455078,113.50299835205078,116.43150329589844,118.5625,145824000,113.50299835205078,1620187200,162.71548058715564,162.71548058715564
109.68099975585938,113.12349700927734,111.30950164794922,115.38400268554688,155378000,113.12349700927734,1620792000,162.17143554632491,162.17143554632491
111.27200317382812,118.14350128173828,111.42150115966795,119.1999969482422,150940000,118.14350128173828,1621396800,169.36800673477492,169.36800673477492
117.64250183105467,119.05899810791016,118.32599639892578,119.45249938964844,101632000,119.05899810791016,1622001600,170.68044348278514,170.68044348278514
116.47599792480467,119.9219970703125,119.4574966430664,120.97599792480467,112672000,119.9219970703125,1622606400,171.9176204116092,171.9176204116092
119.84500122070312,121.41950225830078,120.57150268554688,122.77549743652344,109464000,121.41950225830078,1623211200,174.0644119491287,174.0644119491287
119.47000122070312,122.33049774169922,121.5719985961914,122.52249908447266,148234000,122.33049774169922,1623816000,175.37039566802687,175.37039566802687
121.40550231933594,122.27249908447266,122.09349822998048,123.09549713134766,126738000,122.27249908447266,1624420800,175.2872500285191,175.2872500285191
121.35449981689452,126.19000244140624,121.99449920654295,126.4280014038086,94970000,126.19000244140624,1625025600,180.9032993900356,180.9032993900356
124.02200317382812,127.34149932861328,127.16200256347656,128.0574951171875,103390000,127.34149932861328,1625630400,182.55406079825283,182.55406079825283
123.50499725341795,126.20950317382812,127.95800018310548,129.32650756835938,122664000,126.20950317382812,1626235200,180.9312552246294,180.9312552246294
126.02349853515624,131.89999389648438,126.1334991455078,134.3990020751953,161836000,131.89999389648438,1626840000,189.08902150532103,189.08902150532106
133.3195037841797,135.6300048828125,136.31199645996094,138.2969970703125,194818000,135.6300048828125,1627444800,194.4362857983157,194.4362857983157
134.48699951171875,136.8070068359375,135.34950256347656,137.7725067138672,95208000,136.8070068359375,1628049600,196.12361072572187,196.12361072572187
135.2989959716797,136.6614990234375,137.18150329589844,138.3625030517578,91906000,136.6614990234375,1628654400,195.91501382534145,195.91501382534145
134.25,141.26150512695312,136.5,142.0800018310547,119956000,141.26150512695312,1629259200,202.5094845856275,202.5094845856275
141.35699462890625,144.69749450683594,141.625,145.9705047607422,112120000,144.69749450683594,1629864000,207.43524576689487,207.43524576689492
142.40049743652344,144.28050231933594,145.0,146.25399780273438,94252000,144.28050231933594,1630468800,206.8374546496973,206.83745464969732
140.73800659179688,142.54449462890625,144.10000610351562,144.718505859375,112266000,142.54449462890625,1631073600,204.348751005278,204.34875100527802
136.32200622558594,139.0330047607422,142.77149963378906,144.45050048828125,178832000,139.0330047607422,1631678400,199.31475393232827,199.31475393232827
135.36000061035156,135.8300018310547,139.3040008544922,142.33050537109375,136646000,135.8300018310547,1632283200,194.722997162964,194.72299716296402
131.0500030517578,136.0229949951172,136.97999572753906,137.22450256347656,187810000,136.0229949951172,1632888000,194.9996680518076,194.99966805180753
134.5500030517578,136.44900512695312,134.75,140.71200561523438,130286000,136.44900512695312,1633492800,195.61038710190417,195.61038710190417
136.5189971923828,143.23699951171875,137.40249633789062,143.66250610351562,122382000,143.23699951171875,1634097600,205.34151125348123,205.34151125348123
135.4239959716797,139.30850219726562,143.33799743652344,143.54600524902344,183816000,139.30850219726562,1634702400,199.7097011886589,199.7097011886589
139.40499877929688,145.4324951171875,139.40499877929688,148.64999389648438,245714000,145.4324951171875,1635307200,208.4889269848506,208.4889269848506
144.59100341796875,148.9185028076172,145.90049743652344,150.61500549316406,146842000,148.9185028076172,1635912000,213.4863933506238,213.4863933506238
144.53750610351562,147.87600708007812,147.5,149.54949951171875,111260000,147.87600708007812,1636520400,211.9918936829548,211.9918936829548
144.11500549316406,145.78199768066406,148.02749633789062,150.9665069580078,146696000,145.78199768066406,1637125200,208.9899664147178,208.9899664147178
141.60150146484375,141.8975067138672,145.47349548339844,146.29750061035156,123174000,141.8975067138672,1637730000,203.42124291246856,203.42124291246859
140.14999389648438,147.26950073242188,144.0,147.531005859375,167302000,147.26950073242188,1638334800,211.12241910280363,211.12241910280363
141.21499633789062,143.90699768066406,147.59649658203125,149.10000610351562,137514000,143.90699768066406,1638939600,206.3020063561243,206.3020063561243
139.3209991455078,143.47250366210938,143.40899658203125,147.677001953125,176384000,143.47250366210938,1639544400,205.67912498675216,205.67912498675216
143.0675048828125,146.68699645996094,143.0675048828125,148.343994140625,86882000,146.68699645996094,1640149200,210.28735338635823,210.28735338635826
143.71299743652344,144.39950561523438,146.64450073242188,147.41700744628906,108658000,144.39950561523438,1640754000,207.0080552396792,207.00805523967918
133.1645050048828,139.73599243164062,144.4199981689453,144.49949645996094,194864000,139.73599243164062,1641358800,200.32254208222625,200.32254208222625
135.43850708007812,135.9980010986328,141.14999389648438,142.85000610351562,122078000,135.9980010986328,1641963600,194.9638373342296,194.96383733422962
124.5,126.93499755859376,136.52349853515625,137.95950317382812,237790000,126.93499755859376,1642568400,181.9713085200875,181.9713085200875
127.14199829101562,137.6439971923828,131.11900329589844,137.79299926757812,224072000,137.6439971923828,1643173200,197.32350227108344,197.32350227108344
137.01400756835938,139.3990020751953,151.25,151.54649353027344,361974000,139.3990020751953,1643778000,199.8394398858229,199.83943988582294
133.25650024414062,136.60850524902344,140.9635009765625,142.52450561523438,180414000,136.60850524902344,1644382800,195.83904307921924,195.83904307921924
128.22349548339844,129.81350708007812,136.64649963378906,138.08599853515625,154582000,129.81350708007812,1644987600,186.0978784518373,186.09787845183737
124.95349884033205,134.06149291992188,131.64849853515625,136.2554931640625,189008000,134.06149291992188,1645592400,192.1877004608885,192.18770046088846
125.67449951171876,127.10449981689452,134.6280059814453,136.4394989013672,164094000,127.10449981689452,1646197200,182.2143033468361,182.21430334683618
125.2750015258789,129.197998046875,131.25,133.79550170898438,165386000,129.197998046875,1646802000,185.2154978134621,185.21549781346218
128.7344970703125,139.8679962158203,130.73300170898438,141.0500030517578,170734000,139.8679962158203,1647403200,200.51177989527065,200.51177989527062
137.75050354003906,142.5054931640625,138.70249938964844,143.7935028076172,145044000,142.5054931640625,1648008000,204.29283933609048,204.29283933609048
138.3074951171875,140.59100341796875,142.4600067138672,143.71200561523438,130710000,140.59100341796875,1648612800,201.54826761871087,201.54826761871087
126.78900146484376,127.7145004272461,138.75,139.36050415039062,153438000,127.7145004272461,1649217600,183.0887872275523,183.0887872275523
126.18199920654295,130.00900268554688,128.0,130.47950744628906,106824000,130.00900268554688,1649822400,186.37813678737368,186.37813678737368
118.51100158691406,118.6500015258789,130.89199829101562,131.3990020751953,244208000,118.6500015258789,1650427200,170.09411469526444,170.09411469526444
112.5999984741211,117.33399963378906,114.46949768066406,119.64949798583984,243882000,117.33399963378906,1651032000,168.2075224163466,168.2075224163466
112.00050354003906,114.3949966430664,117.03150177001952,122.85449981689452,216168000,114.3949966430664,1651636800,163.99423033573362,163.99423033573362
109.82450103759766,116.4729995727539,113.23650360107422,117.875,175452000,116.4729995727539,1652241600,166.97321106994175,166.97321106994175
101.8844985961914,105.97000122070312,115.0,115.4000015258789,232196000,105.97000122070312,1652846400,151.9163363681893,151.9163363681893
103.85649871826172,113.76200103759766,104.9854965209961,115.73500061035156,166132000,113.76200103759766,1653451200,163.08678131985883,163.08678131985883
112.94650268554688,117.14949798583984,114.8550033569336,119.34700012207033,165866000,117.14949798583984,1654056000,167.9430247841161,167.9430247841161
105.8000030517578,106.71549987792967,116.7614974975586,118.57050323486328,174316000,106.71549987792967,1654660800,152.98506736251463,152.98506736251463
105.0459976196289,111.54399871826172,108.54499816894533,112.489501953125,190174000,111.54399871826172,1655265600,159.90710044292936,159.90710044292936
110.38249969482422,112.00749969482422,110.55650329589844,118.57949829101562,172512000,112.00749969482422,1655870400,160.57156556939287,160.57156556939287
105.73149871826172,113.26300048828124,111.552001953125,113.3769989013672,142704000,113.26300048828124,1656475200,162.37142476211014,162.37142476211014
111.47599792480467,114.02050018310548,113.302001953125,119.68499755859376,177762000,114.02050018310548,1657080000,163.45736018828848,163.45736018828848
108.37000274658205,113.80999755859376,111.70099639892578,114.1959991455078,207191500,113.80999755859376,1657684800,163.15558810993295,163.15558810993295
104.06999969482422,105.0199966430664,113.16999816894533,115.4000015258789,199859700,105.0199966430664,1658289600,150.55443004276609,150.55443004276609
108.01000213623048,115.12999725341795,109.26000213623048,116.72000122070312,176168800,115.12999725341795,1658894400,165.04791155368923,165.04791155368923
115.4800033569336,116.62999725341795,115.70999908447266,120.1500015258789,107486200,116.62999725341795,1659499200,167.19827960056404,167.19827960056404
118.41000366210938,121.6999969482422,118.77999877929688,122.43000030517578,112856400,121.6999969482422,1660104000,174.4665231615074,174.4665231615074
113.43000030517578,113.86000061035156,120.12000274658205,121.29000091552734,99971200,113.86000061035156,1660708800,163.22727141976375,163.22727141976375
107.8000030517578,108.94000244140624,113.5,116.72000122070312,120641600,108.94000244140624,1661313600,156.17406685097535,156.17406685097535
105.77999877929688,106.80999755859376,110.6500015258789,110.8499984741211,106216900,106.80999755859376,1661918400,153.1205372245172,153.1205372245172
104.08999633789062,104.31999969482422,107.05999755859376,111.62000274658205,131742700,104.31999969482422,1662523200,149.5509293291595,149.5509293291595
100.5199966430664,101.13999938964844,104.56999969482422,105.27999877929688,152934500,101.13999938964844,1663128000,144.99214863229142,144.99214863229142
96.87000274658205,97.5,101.66999816894533,102.87999725341795,154556800,97.5,1663732800,139.77392304686222,139.77392304686222
95.55999755859376,101.63999938964844,97.6500015258789,101.83999633789062,153287800,101.63999938964844,1664337600,145.70893798124968,145.70893798124968
96.30999755859376,97.18000030517578,99.83000183105467,102.93000030517578,116735900,97.18000030517578,1664942400,139.31517830102243,139.31517830102243
94.37999725341795,100.7699966430664,97.3000030517578,103.47000122070312,134341500,100.7699966430664,1665547200,144.46172057662082,144.46172057662082
97.72000122070312,104.4800033569336,100.01000213623048,104.81999969482422,149380800,104.4800033569336,1666152000,149.78030717074813,149.78030717074813
90.37000274658205,90.47000122070312,96.43000030517578,98.30999755859376,271358700,90.47000122070312,1666756800,129.69586655048298,129.69586655048298
