low,high,close,open,volume,adjclose,date,norm_price,UNH_norm_price
284.3599853515625,295.70001220703125,289.7900085449219,293.9800109863281,10826800,273.4728698730469,1577854800,100.0,100.0
284.25,297.3800048828125,288.239990234375,291.5,21746500,272.0100402832031,1578459600,99.46509151327412,99.46509151327412
289.0,302.5400085449219,300.5299987792969,289.0199890136719,19386600,283.608154296875,1579064400,103.70613890457696,103.70613890457696
280.07000732421875,302.1300048828125,285.8699951171875,301.989990234375,18706100,269.7735595703125,1579669200,98.64728435239236,98.64728435239236
270.82000732421875,286.19000244140625,280.8399963378906,284.0,23645200,265.0267333984375,1580274000,96.91152673443246,96.91152673443246
285.44000244140625,297.2699890136719,290.7900085449219,285.6000061035156,18370500,274.41656494140625,1580878800,100.34507813107658,100.34507813107658
294.010009765625,305.8999938964844,302.1400146484375,295.0,15994700,285.1274108886719,1581483600,104.26168088301972,104.26168088301971
262.010009765625,306.7099914550781,263.3900146484375,303.3699951171875,25855500,248.55938720703125,1582088400,90.88996188997427,90.88996188997427
245.3000030517578,280.3500061035156,261.3999938964844,264.7200012207031,42426300,246.681381225586,1582693200,90.20323710359344,90.20323710359344
259.239990234375,295.8399963378906,280.0,290.0,41240000,264.23406982421875,1583298000,96.6216758345656,96.6216758345656
223.9499969482422,285.239990234375,244.22000122070312,274.760009765625,47495300,230.46875,1583899200,84.27481311290202,84.27481311290202
187.72000122070312,232.63999938964844,219.8000030517578,225.75,49895700,208.3222045898437,1584504000,76.17655260887568,76.17655260887568
216.0,257.9599914550781,249.3800048828125,219.08999633789065,33190100,236.35760498046875,1585108800,86.42817296289465,86.42817296289465
226.02999877929688,266.7099914550781,248.0399932861328,238.69000244140625,25185900,235.0875701904297,1585713600,85.96376316947395,85.96376316947395
246.259994506836,273.07000732421875,270.5,247.69000244140625,19057300,256.3747253417969,1586318400,93.74777302802016,93.74777302802015
270.67999267578125,304.0,274.19000244140625,276.3299865722656,29488300,259.8720092773437,1586923200,95.02661430290432,95.02661430290432
276.7099914550781,298.25,288.3599853515625,279.5799865722656,18917900,273.30206298828125,1587528000,99.9375415613092,99.9375415613092
279.6000061035156,296.0,293.0400085449219,292.0,20811700,277.7377014160156,1588132800,101.55950809487923,101.55950809487925
284.5199890136719,297.67999267578125,287.70001220703125,295.1000061035156,16646500,272.676513671875,1588737600,99.70879882836584,99.70879882836584
275.5599975585937,300.0,289.04998779296875,284.489990234375,30436000,273.9559936523437,1589342400,100.17666241610038,100.17666241610038
284.7900085449219,297.0299987792969,294.8900146484375,292.8999938964844,14296100,279.4911193847656,1589947200,102.2006751582022,102.20067515820219
290.79998779296875,309.6600036621094,306.3099975585937,297.4200134277344,21908900,290.3147277832031,1590552000,106.15851141576664,106.15851141576664
294.2900085449219,315.8399963378906,309.2099914550781,307.8500061035156,21985600,293.0632629394531,1591156800,107.16355998147117,107.16355998147115
273.7099914550781,310.3099975585937,293.0,308.94000244140625,24091800,277.6997985839844,1591761600,101.54564828054048,101.54564828054049
286.260009765625,299.2799987792969,297.6000061035156,295.1000061035156,16834900,282.0595703125,1592366400,103.13987286689144,103.13987286689144
285.57000732421875,297.1000061035156,294.95001220703125,293.989990234375,16845200,280.751953125,1592971200,102.66172043147544,102.66172043147544
295.239990234375,303.5599975585937,296.6499938964844,295.8299865722656,8746200,282.3700256347656,1593576000,103.253396128782,103.253396128782
287.1000061035156,309.739990234375,308.5199890136719,297.3500061035156,15938900,293.668701171875,1594180800,107.38494875495458,107.38494875495458
298.6600036621094,310.9700012207031,305.1099853515625,301.1199951171875,16693600,290.4228820800781,1594785600,106.19805987149654,106.19805987149654
297.2099914550781,308.5,299.92999267578125,304.8599853515625,11037100,285.4921875,1595390400,104.39506764694164,104.39506764694165
298.04998779296875,309.75,304.5,301.4599914550781,15014900,289.8422241210937,1595995200,105.98573242590604,105.98573242590604
305.0199890136719,324.57000732421875,315.54998779296875,306.8299865722656,14470100,300.3603515625,1596600000,109.83186438272104,109.83186438272104
315.7099914550781,323.92999267578125,316.8099975585937,318.0,12155000,301.5596618652344,1597204800,110.27041256605312,110.27041256605312
306.489990234375,319.489990234375,312.2200012207031,316.7699890136719,11602300,297.1906433105469,1597809600,108.67280672064852,108.67280672064852
303.6099853515625,319.5599975585937,312.8299865722656,310.9800109863281,15212100,297.77117919921875,1598414400,108.88508952915578,108.88508952915578
303.8299865722656,323.82000732421875,307.25,312.5599975585937,12214500,292.4598693847656,1599019200,106.9429188791316,106.9429188791316
297.2900085449219,315.32000732421875,307.2300109863281,309.67999267578125,10966500,292.4408874511719,1599624000,106.93597781269142,106.93597781269142
291.6600036621094,312.25,294.260009765625,309.07000732421875,16916000,281.2492980957031,1600228800,102.84358306777058,102.84358306777058
289.6400146484375,310.010009765625,304.1499938964844,295.0,13408300,290.7020263671875,1600833600,106.30013372154204,106.30013372154204
303.989990234375,320.29998779296875,314.45001220703125,304.0199890136719,12639500,300.5466003417969,1601438400,109.89996941243872,109.89996941243872
315.82000732421875,333.70001220703125,331.4200134277344,315.82000732421875,11819900,316.7663269042969,1602043200,115.83098793359208,115.83098793359207
316.3299865722656,332.3500061035156,323.4100036621094,322.07000732421875,15391600,309.1104736328125,1602648000,113.03149514476866,113.03149514476866
318.5400085449219,335.6499938964844,320.510009765625,323.4100036621094,11425300,306.338623046875,1603252800,112.0179208961698,112.0179208961698
299.6000061035156,326.44000244140625,321.3500061035156,313.3299865722656,18700300,307.1415405273437,1603857600,112.31152131102682,112.31152131102682
341.1400146484375,367.9500122070313,353.69000244140625,345.2300109863281,26494800,338.0516357421875,1604466000,123.6143226562546,123.61432265625461
347.5,360.5199890136719,352.1000061035156,356.1600036621094,12745300,336.5319519042969,1605070800,123.05862444802062,123.05862444802062
331.5899963378906,354.04998779296875,336.010009765625,353.42999267578125,16655500,321.1533203125,1605675600,117.43516658950033,117.43516658950031
329.1400146484375,354.1000061035156,341.19000244140625,338.82000732421875,13787100,326.10430908203125,1606280400,119.24557972913996,119.24557972913995
341.5,352.7699890136719,347.8599853515625,341.7699890136719,15759200,332.4794616699219,1606885200,121.5767625593966,121.57676255939661
334.3299865722656,349.4100036621094,339.6700134277344,348.8900146484375,13664500,325.8196105957031,1607490000,119.14147489180807,119.14147489180807
329.3999938964844,342.6099853515625,335.010009765625,336.8299865722656,18596400,321.349609375,1608094800,117.50694301931256,117.50694301931257
