volume,low,open,high,close,adjclose,date,norm_price,META_norm_price
55236800,206.2700042724609,206.75,214.5800018310547,213.0599975585937,213.0599975585937,1577854800,100.0,99.99999999999999
65989500,212.6100006103516,213.0,222.3800048828125,219.0599975585937,219.0599975585937,1578459600,102.81610817082166,102.81610817082166
50233500,219.1199951171875,220.6100006103516,222.6300048828125,221.44000244140625,221.44000244140625,1579064400,103.933166703669,103.93316670366899
62538100,212.5,222.3099975585937,222.75,217.7899932861328,217.7899932861328,1579669200,102.22002993604576,102.22002993604575
148441200,201.0599975585937,221.44000244140625,224.1999969482422,209.8300018310547,209.8300018310547,1580274000,98.48399710665971,98.48399710665973
72235400,206.509994506836,212.509994506836,213.8000030517578,207.19000244140625,207.19000244140625,1580878800,97.24490979796752,97.24490979796752
55561200,207.3999938964844,207.8500061035156,217.97999572753903,217.8000030517578,217.8000030517578,1581483600,102.22472803317318,102.22472803317318
83850200,195.9499969482422,217.9900054931641,218.7700042724609,196.7700042724609,196.7700042724609,1582088400,92.3542694673819,92.3542694673819
123709100,181.82000732421875,197.19000244140625,201.2100067138672,185.88999938964844,185.88999938964844,1582693200,87.24772435920393,87.24772435920393
121422300,165.19000244140625,189.1699981689453,191.8300018310547,178.19000244140625,178.19000244140625,1583298000,83.6337203056628,83.6337203056628
172044800,140.0,174.00999450683594,175.8800048828125,149.4199981689453,149.4199981689453,1583899200,70.13047962128755,70.13047962128755
170255000,137.10000610351562,139.75,161.30999755859375,160.97999572753906,160.97999572753906,1584504000,75.55618021785995,75.55618021785995
132812500,153.05999755859375,158.9199981689453,170.92999267578125,166.8000030517578,166.8000030517578,1585108800,78.28780858118901,78.28780858118901
126242700,150.8300018310547,161.6199951171875,173.38999938964844,168.8300018310547,168.8300018310547,1585713600,79.24059127271167,79.24059127271167
85565700,167.74000549316406,171.25,181.22999572753903,178.1699981689453,178.1699981689453,1586318400,83.62433127314138,83.62433127314138
102952200,168.33999633789062,175.19000244140625,180.5,170.8000030517578,170.8000030517578,1586923200,80.16521402840345,80.16521402840345
134389400,178.13999938964844,178.4499969482422,193.75,182.9100036621093,182.9100036621093,1587528000,85.84905930631449,85.84905930631449
162922100,190.0,190.92999267578125,210.3800048828125,207.07000732421875,207.07000732421875,1588132800,97.1885899263058,97.1885899263058
77131500,206.6600036621093,208.1199951171875,215.27999877929688,210.1000061035156,210.1000061035156,1588737600,98.61072397963204,98.61072397963204
109241800,200.69000244140625,209.42999267578125,220.4900054931641,216.8800048828125,216.8800048828125,1589342400,101.79292563972189,101.79292563972187
165049400,223.19000244140625,223.5,240.8999938964844,232.1999969482422,232.1999969482422,1589947200,108.9833847784518,108.9833847784518
126459100,221.1300048828125,229.07000732421875,233.0,232.72000122070312,232.72000122070312,1590552000,109.22744949187503,109.22744949187505
92101600,224.6100006103516,232.1100006103516,239.7700042724609,238.6699981689453,238.6699981689453,1591156800,112.02008866225984,112.02008866225984
100097300,223.5500030517578,240.9600067138672,241.2100067138672,235.6499938964844,235.6499938964844,1591761600,110.6026455443276,110.6026455443276
108377600,231.72999572753903,235.0,245.19000244140625,242.2400054931641,242.2400054931641,1592366400,113.6956764615308,113.6956764615308
208324500,207.1100006103516,241.1999969482422,243.22000122070312,227.07000732421875,227.07000732421875,1592971200,106.575617162378,106.57561716237801
128127300,227.5599975585937,228.5,247.6499938964844,240.8600006103516,240.8600006103516,1593576000,113.04796929048712,113.04796929048712
123001900,232.02999877929688,238.1100006103516,250.1499938964844,239.72999572753903,239.72999572753903,1594180800,112.51759995989433,112.51759995989431
96403100,235.63999938964844,241.5500030517578,246.9100036621093,241.75,241.75,1594785600,113.46569171602296,113.46569171602297
82858700,226.8999938964844,240.259994506836,242.4199981689453,230.1199951171875,230.1199951171875,1595390400,108.00713308649227,108.00713308649229
127517100,229.0,231.13999938964844,255.8500061035156,249.8300018310547,249.8300018310547,1595995200,117.25805157880416,117.25805157880417
189545200,247.7700042724609,250.19000244140625,278.8900146484375,256.1300048828125,256.1300048828125,1596600000,120.2149665905136,120.2149665905136
85623900,258.1099853515625,258.9700012207031,265.1600036621094,262.3399963378906,262.3399963378906,1597204800,123.12963453674332,123.12963453674331
124942600,261.3500061035156,261.3900146484375,283.0899963378906,280.82000732421875,280.82000732421875,1597809600,131.8032528593221,131.8032528593221
151114900,284.0,284.0,304.6700134277344,295.44000244140625,295.44000244140625,1598414400,138.6651674771362,138.6651674771362
111833200,269.4200134277344,298.8800048828125,303.6000061035156,271.1600036621094,271.1600036621094,1599019200,127.2693169854832,127.2693169854832
109219700,262.6400146484375,275.7699890136719,279.1600036621094,272.4200134277344,272.4200134277344,1599624000,127.86070428486514,127.86070428486514
143598100,244.1300048828125,267.2900085449219,272.44000244140625,254.75,254.75,1600228800,119.56725941946992,119.56725941946992
97025900,245.6199951171875,255.259994506836,263.3299865722656,261.7900085449219,261.7900085449219,1600833600,122.87149701713804,122.87149701713805
88039100,258.239990234375,261.9800109863281,268.3299865722656,258.6600036621094,258.6600036621094,1601438400,121.40242496293806,121.40242496293806
102636600,254.82000732421875,259.2099914550781,280.17999267578125,276.1400146484375,276.1400146484375,1602043200,129.60669192371324,129.60669192371324
79966800,259.8800048828125,277.6199951171875,278.75,267.5599975585937,267.5599975585937,1602648000,125.5796492182968,125.5796492182968
100863900,274.260009765625,279.5599975585937,285.239990234375,283.2900085449219,283.2900085449219,1603252800,132.9625512959157,132.9625512959157
147865300,257.3399963378906,278.7900085449219,283.6000061035156,265.29998779296875,265.29998779296875,1603857600,124.51891055711128,124.51891055711128
127264400,264.0,281.0,297.3800048828125,272.42999267578125,272.42999267578125,1604466000,127.86538805852572,127.86538805852572
66258400,272.4800109863281,273.4700012207031,279.75,275.0,275.0,1605070800,129.07162449599303,129.07162449599303
81152500,264.5299987792969,274.5199890136719,277.82000732421875,276.9200134277344,276.9200134277344,1605675600,129.97278541298138,129.97278541298138
57707600,271.010009765625,278.1400146484375,289.29998779296875,286.54998779296875,286.54998779296875,1606280400,134.492626995438,134.492626995438
64919000,278.20001220703125,285.3599853515625,291.7799987792969,283.3999938964844,283.3999938964844,1606885200,133.01417307045,133.01417307045
100002600,267.4700012207031,283.6600036621094,287.6300048828125,275.54998779296875,275.54998779296875,1607490000,129.32976201559828,129.32976201559828
92822600,264.6300048828125,274.760009765625,280.44000244140625,267.0899963378906,267.0899963378906,1608094800,125.35905350531046,125.35905350531046
60713700,265.6600036621094,266.8900146484375,280.510009765625,276.7799987792969,276.7799987792969,1608699600,129.9070693470648,129.9070693470648
49681900,265.20001220703125,277.95001220703125,278.0799865722656,270.9700012207031,270.9700012207031,1609304400,127.18013908086316,127.18013908086317
115468000,250.3000030517578,262.0,271.6099853515625,251.08999633789065,251.08999633789065,1609909200,117.8494317164527,117.8494317164527
102239700,244.6100006103516,251.5500030517578,262.20001220703125,261.1000061035156,261.1000061035156,1610514000,122.54764343161622,122.54764343161622
106453200,263.6000061035156,268.92999267578125,285.3900146484375,282.04998779296875,282.04998779296875,1611118800,132.38054586732176,132.38054586732176
143729600,254.8500061035156,282.5299987792969,286.7900085449219,267.0799865722656,267.0799865722656,1611723600,125.35435540818304,125.35435540818303
71106400,263.8399963378906,265.6199951171875,273.3900146484375,269.45001220703125,269.45001220703125,1612328400,126.46673016736976,126.46673016736975
