low,open,close,high,volume,adjclose,date,norm_price,IBM_norm_price
127.34225463867188,129.06309509277344,128.28871154785156,129.94264221191406,11546376,105.3411865234375,1577854800,100.0,100.0
128.0305938720703,128.5946502685547,129.84703063964844,131.806884765625,19397024,106.62077331542967,1578459600,101.2147070241206,101.21470702412059
129.7418670654297,130.0191192626953,133.04971313476562,133.2218017578125,22210973,109.25057983398438,1579064400,103.7111726567434,103.7111726567434
132.02676391601562,137.0172119140625,133.41299438476562,139.3785858154297,36951624,109.54886627197266,1579669200,103.99433487261793,103.99433487261793
129.034423828125,133.04971313476562,142.55258178710938,142.81069946289062,43528244,117.05362701416016,1580274000,111.11857657699416,111.11857657699417
143.54684448242188,143.6042022705078,146.73040771484375,151.76864624023438,40046738,120.48416137695312,1580878800,114.37517020006835,114.37517020006837
143.0592803955078,146.988525390625,144.45506286621094,148.75717163085938,18514932,119.85440826416016,1581483600,113.77734789183675,113.77734789183677
135.0478057861328,144.87571716308594,135.47801208496094,145.2103271484375,21771652,112.40614318847656,1582088400,106.70673731538724,106.70673731538724
120.80306243896484,136.6156768798828,123.23136138916016,137.72467041015625,45256131,102.24510192871094,1582693200,97.0608983087183,97.0608983087183
110.6692123413086,125.7935028076172,119.2829818725586,128.374755859375,42681088,98.96912384033205,1583298000,93.95102438713492,93.95102438713492
90.82218170166016,115.68833923339844,101.95984649658205,117.18929290771484,55738830,84.59611511230469,1583899200,80.30678019131936,80.30678019131936
86.57743835449219,95.03823852539062,100.84130096435548,102.22753143310548,47508064,83.6680679321289,1584504000,79.42578842465714,79.42578842465714
98.3078384399414,100.84130096435548,106.05162811279295,108.80496978759766,35708662,87.9910659790039,1585108800,83.52959453273925,83.52959453273925
99.92351531982422,101.68260192871094,109.8852767944336,114.31166076660156,30971955,91.17184448242188,1585713600,86.54909583929637,86.54909583929637
110.00955963134766,111.19503021240234,118.46080017089844,119.6749496459961,21906587,98.28695678710938,1586318400,93.30344571849054,93.30344571849054
107.13192749023438,113.88145446777344,111.62523651123048,117.45697784423828,41412814,92.61548614501952,1586923200,87.91953954725332,87.91953954725332
112.38050079345705,114.59847259521484,120.7170181274414,122.56214141845705,29974072,100.15894317626952,1587528000,95.08051549617302,95.08051549617302
114.13957977294922,123.21223449707033,117.18929290771484,123.62332916259766,25874065,97.23200225830078,1588132800,92.30198127364694,92.30198127364694
114.97132110595705,117.8202667236328,114.97132110595705,118.85277557373048,22593078,95.39173889160156,1588737600,90.55502604423174,90.55502604423174
106.8929214477539,114.6749496459961,115.0,116.97896575927734,24450564,96.69518280029295,1589342400,91.79238054127966,91.79238054127966
112.41873931884766,115.61185455322266,116.40535736083984,117.22753143310548,18296318,97.87682342529295,1589947200,92.91410763017768,92.91410763017768
116.86424255371094,118.48948669433594,120.45889282226562,121.38623046875,24499935,101.28514099121094,1590552000,96.14961092988626,96.14961092988626
121.4149169921875,121.55831909179688,126.07074737548828,129.90440368652344,25563508,106.00377655029295,1591156800,100.6289942696896,100.6289942696896
112.65774536132812,126.33843231201172,119.64627075195312,126.4149169921875,35014328,100.60189056396484,1591761600,95.50100381827558,95.50100381827558
113.9866180419922,120.2963638305664,114.15869903564452,121.24282836914062,26701556,95.98777770996094,1592366400,91.12084349705373,91.12084349705373
110.783935546875,113.11663818359376,115.45889282226562,115.86997985839844,33169393,97.0810317993164,1592971200,92.15866557352354,92.15866557352354
112.17017364501952,114.98088073730467,112.4091796875,116.49139404296876,17495710,94.51673889160156,1593576000,89.72439177013865,89.72439177013865
110.13384246826172,112.86807250976562,115.2963638305664,115.6692123413086,24504223,96.94436645507812,1594180800,92.0289296660892,92.0289296660892
116.77820587158205,117.01720428466795,120.51625061035156,126.35755157470705,39824567,101.3333969116211,1594785600,96.19542009722409,96.19542009722407
118.69024658203124,120.36328887939452,118.99617767333984,123.77629089355467,24955677,100.0552749633789,1595390400,94.98210364387482,94.98210364387482
115.76481628417967,119.08221435546876,120.30592346191406,120.44933319091795,19968351,101.1565399169922,1595995200,96.02753040425053,96.02753040425053
117.79158782958984,121.15679168701172,121.17591094970705,124.73231506347656,20561432,101.88804626464844,1596600000,96.721946683199,96.72194668319901
118.46080017089844,121.99808502197266,119.42638397216795,122.17017364501952,16638617,101.7317886352539,1597204800,96.57361189169772,96.57361189169771
116.93116760253906,119.34034729003906,119.15869903564452,121.24282836914062,17508680,101.50377655029295,1597809600,96.357160860068,96.357160860068
116.77820587158205,119.45507049560548,117.97322845458984,119.7896728515625,18716915,100.4939422607422,1598414400,95.39852889200482,95.39852889200482
115.40152740478516,118.27915954589844,115.8795394897461,124.23518371582033,24620434,98.7104721069336,1599019200,93.70548725020424,93.70548725020424
114.95220184326172,116.7590789794922,117.05545043945312,118.26004028320312,18675179,99.7121353149414,1599624000,94.65636244068348,94.65636244068347
113.36520385742188,117.3135757446289,115.2103271484375,120.28680419921876,21569043,98.1404037475586,1600228800,93.16432345834951,93.16432345834951
111.35755157470705,115.4875717163086,115.62141418457033,116.95028686523438,16793634,98.49058532714844,1600833600,93.49674954082194,93.49674954082194
113.59464263916016,116.04206848144533,116.60611724853516,119.34034729003906,17071557,99.32938385009766,1601438400,94.29301788621656,94.29301788621655
116.94072723388672,117.27533721923828,119.59847259521484,129.54110717773438,48638163,101.87840270996094,1602043200,96.71279209228754,96.71279209228754
111.70172119140624,119.6271514892578,112.20841217041016,121.74951934814452,42680566,95.58326721191406,1602648000,90.7368431725872,90.73684317258721
105.1912078857422,111.5296401977539,105.6978988647461,112.51434326171876,36237624,90.0373764038086,1603252800,85.47214947476984,85.47214947476984
101.26194763183594,103.88145446777344,109.13957977294922,110.56405639648438,35171541,92.96912384033205,1603857600,88.25524650763947,88.25524650763947
106.2715072631836,107.39006042480467,112.72466278076172,114.47418975830078,31972559,96.02302551269533,1604466000,91.15430410623962,91.15430410623962
108.48948669433594,112.92543029785156,112.5239028930664,113.33651733398438,26043622,97.24191284179688,1605070800,92.31138935402194,92.31138935402194
110.7935028076172,112.54302215576172,118.94837188720705,119.24474334716795,27691386,102.79387664794922,1605675600,97.5818481264956,97.58184812649559
116.73995971679688,117.5239028930664,117.74378967285156,120.2963638305664,18330313,101.75286865234376,1606280400,96.59362307420434,96.59362307420434
117.02677154541016,117.44741821289062,120.181640625,121.77820587158205,28739059,103.8596420288086,1606885200,98.59357527333408,98.59357527333407
118.011474609375,120.26768493652344,120.3919677734375,122.07456970214844,26363697,104.04141235351562,1607490000,98.76612917243656,98.76612917243656
116.36711120605467,120.3919677734375,118.17399597167967,121.00382232666016,27533545,102.12466430664062,1608094800,96.94656731811044,96.94656731811044
117.8202667236328,118.43212127685548,118.35564422607422,121.03250122070312,12088831,102.28164672851562,1608699600,97.09559015244132,97.09559015244132
117.62906646728516,118.35564422607422,120.59273529052734,121.1089859008789,19087931,104.21491241455078,1609304400,98.93083214072576,98.93083214072576
121.14722442626952,121.3193130493164,123.52772521972656,126.08030700683594,27710003,106.75129699707033,1609909200,101.3386126738938,101.33861267389379
120.8986587524414,123.4703598022461,123.34607696533205,124.43594360351562,26656682,106.59432983398438,1610514000,101.1896043246751,101.1896043246751
112.1988525390625,123.99617767333984,117.1032485961914,126.42447662353516,84289294,101.19932556152344,1611118800,96.06814665886402,96.06814665886402
113.50860595703124,116.7112808227539,114.1873779296875,119.3021011352539,46702331,98.67945861816406,1611723600,93.67604625965431,93.67604625965433
112.92543029785156,113.80496978759766,116.73040008544922,118.52772521972656,27664817,100.87712860107422,1612328400,95.76228627216946,95.76228627216946
114.11090087890624,117.61949920654295,114.7896728515625,117.98279571533205,21714333,100.52556610107422,1612933200,95.42854928704278,95.42854928704278
113.17399597167967,114.0248565673828,115.40152740478516,116.0133819580078,27558335,101.06138610839844,1613538000,95.93720124456084,95.93720124456084
113.65200805664062,115.4875717163086,115.03823852539062,118.88145446777344,32218474,100.74324035644533,1614142800,95.63518665515583,95.63518665515585
113.53728485107422,115.20076751708984,118.71892547607422,121.2715072631836,36892734,103.96656036376952,1614747600,98.6950724545312,98.69507245453121
119.13002014160156,119.55066680908205,122.60037994384766,123.08795166015624,25604616,107.36569213867188,1615352400,101.92185571669438,101.92185571669438
121.88336181640624,122.81070709228516,124.7227554321289,125.77437591552734,29804095,109.2243423461914,1615953600,103.6862655063126,103.68626550631261
124.06309509277344,125.1912078857422,128.79541015625,131.0420684814453,25668526,112.79090118408205,1616558400,107.0719866621087,107.0719866621087
126.45315551757812,128.62332153320312,128.31739807128906,130.67877197265625,18944525,112.37228393554688,1617163200,106.67459485141173,106.67459485141173
124.64627075195312,127.95410919189452,125.4110870361328,129.7705535888672,22880831,109.82713317871094,1617768000,104.25849262128384,104.25849262128385
124.78011322021484,125.53536987304688,132.08413696289062,133.62332153320312,40504259,115.67096710205078,1618372800,109.8060226199512,109.80602261995121
131.65391540527344,131.988525390625,135.7648162841797,138.374755859375,33640615,118.8942642211914,1618977600,112.86588669165832,112.86588669165832
134.3690185546875,136.63479614257812,139.34034729003906,142.1988525390625,30415797,122.02548217773438,1619582400,115.83834035378436,115.83834035378437
136.6156768798828,139.52198791503906,137.87762451171875,141.97897338867188,35163067,120.74454498291016,1620187200,114.62235139723391,114.62235139723393
134.93307495117188,137.51434326171875,137.58126831054688,139.3881378173828,22386493,121.8311996459961,1620792000,115.6539086626765,115.6539086626765
134.72274780273438,136.06118774414062,137.46653747558594,139.29254150390625,20586849,121.72959899902344,1621396800,115.55745954308162,115.55745954308162
136.74952697753906,137.18930053710938,137.8489532470703,139.4168243408203,14294846,122.0682373046875,1622001600,115.87892763817348,115.87892763817348
137.70555114746094,138.26004028320312,142.51434326171875,143.5946502685547,19432797,126.1995620727539,1622606400,119.8007790093342,119.8007790093342
142.06500244140625,142.47610473632812,142.7915802001953,146.11854553222656,20248678,126.44506072998048,1623211200,120.03382997954704,120.03382997954704
136.74952697753906,143.1739959716797,139.92352294921875,143.1739959716797,25235063,123.90532684326172,1623816000,117.62286996425074,117.62286996425074
138.2122344970703,139.9904327392578,139.14913940429688,140.82217407226562,17493199,123.21956634521484,1624420800,116.97188005168287,116.97188005168287
131.07073974609375,138.7476043701172,132.67686462402344,141.0133819580078,32254561,117.4882583618164,1625025600,111.5311705129468,111.53117051294679
