open,close,high,low,volume,adjclose,date,norm_price,AAPL_norm_price
74.05999755859375,74.59750366210938,75.2249984741211,73.1875,509062400,72.6752700805664,1577854800,100.0,100.0
74.29000091552734,78.16999816894531,79.39250183105469,74.29000091552734,726318800,76.15572357177734,1578459600,104.78904789394323,104.78904789394325
77.9625015258789,79.14250183105469,79.75499725341797,77.38749694824219,479412400,77.10315704345703,1579064400,106.09270107697152,106.09270107697151
79.6449966430664,79.42250061035156,80.8324966430664,76.22000122070312,677016000,77.37593841552734,1579669200,106.46804384730854,106.46804384730854
81.11250305175781,79.7125015258789,81.9625015258789,75.55500030517578,852965600,77.65847778320312,1580274000,106.85681346228564,106.85681346228563
80.87999725341797,79.90249633789062,81.30500030517578,78.4625015258789,545608400,77.84357452392578,1580878800,107.11150359349185,107.11150359349183
80.36750030517578,79.75,81.80500030517578,78.65249633789062,441122800,77.87940216064453,1581483600,107.16080184402333,107.16080184402331
80.0,72.0199966430664,81.1624984741211,71.53250122070312,776972800,70.33071899414062,1582088400,96.77393550264532,96.77393550264532
71.63249969482422,72.33000183105469,76.0,64.09249877929688,1606043200,70.63343811035156,1582693200,97.19047212627994,97.19047212627994
74.11000061035156,71.33499908447266,75.8499984741211,65.75,1204962800,69.66178131103516,1583298000,95.85348803493876,95.85348803493876
69.34750366210938,63.21500015258789,70.30500030517578,59.59999847412109,1691284400,61.73223876953125,1583899200,84.9425653335668,84.9425653335668
59.942501068115234,61.720001220703125,63.209999084472656,53.15250015258789,1598068000,60.27230072021485,1584504000,82.93371411402825,82.93371411402825
62.6875,63.5724983215332,65.62249755859375,61.07500076293945,1124884400,62.08135986328125,1585108800,85.42295033022795,85.42295033022795
61.625,64.85749816894531,67.92500305175781,59.22499847412109,876740000,63.336204528808594,1585713600,87.14959636007585,87.14959636007585
65.68499755859375,71.76249694824219,72.0625,65.30750274658203,656747600,70.07926177978516,1586318400,96.42793442954752,96.42793442954753
70.5999984741211,67.09249877929688,72.05000305175781,66.35749816894531,814536400,65.5187759399414,1586923200,90.15277943557491,90.15277943557493
68.40249633789062,69.6449966430664,71.4574966430664,68.05000305175781,596930400,68.01140594482422,1587528000,93.58259813747934,93.58259813747934
71.18250274658203,74.38999938964844,75.25,70.97250366210938,842280800,72.6451187133789,1588132800,99.9585122048338,99.95851220483381
75.11499786376953,77.85250091552734,79.92250061035156,74.71749877929688,699634800,76.02641296386719,1588737600,104.6111185821336,104.6111185821336
78.0374984741211,78.28500366210938,79.62999725341797,75.05249786376953,762808000,76.65571594238281,1589342400,105.47702933529352,105.47702933529351
79.16999816894531,79.18250274658203,81.05999755859375,78.8375015258789,421518800,77.53453063964844,1589947200,106.68626419096228,106.68626419096228
79.03500366210938,80.83499908447266,80.86000061035156,78.27249908447266,568472400,79.15263366699219,1590552000,108.9127478704174,108.9127478704174
81.16500091552734,85.99749755859375,86.40249633789062,80.19499969482422,572668800,84.20768737792969,1591156800,115.86842028186295,115.86842028186295
86.9749984741211,88.0199966430664,88.69249725341797,83.1449966430664,872697600,86.18810272216797,1591761600,118.59343986836444,118.59343986836443
88.7874984741211,91.63249969482422,93.09500122070312,86.2874984741211,823303600,89.72542572021484,1592366400,123.46073928689492,123.46073928689492
91.25,91.1999969482422,92.19750213623048,87.81999969482422,806271600,89.30191040039062,1592971200,122.8779890344986,122.8779890344986
91.27999877929688,93.17250061035156,94.65499877929688,90.91000366210938,455858800,91.23336791992188,1593576000,125.5356434434744,125.5356434434744
94.18000030517578,97.05750274658205,99.95500183105467,93.87750244140624,695630400,95.03751373291016,1594180800,130.77008675379312,130.77008675379312
98.98999786376952,97.0,99.25,95.83999633789062,549713600,94.981201171875,1594785600,130.692601577649,130.692601577649
